[PAD],-0.031894293,-0.05079633,-0.01828036,-0.0393684,0.013294678,0.012176465,-0.0026853085,-0.043965463,-0.010788914,0.003754668,-0.0031555295,0.048577208,-0.04357773,0.03924239,0.011239488,0.0059587024,0.044176918,-0.01804832,-0.014272332,0.05152208,-0.035847954,0.029301066,-0.010920666,-0.00161957,-0.04518636,0.01950505,0.035094295,0.039330844,-0.05410448,0.028863024,0.022988405,-0.005559273,-0.014333356,-0.049016304,-0.021152444,0.0072113313,-0.030985154,0.052284975,0.029355329,0.05492032,0.017224189,0.04197188,-0.028013054,-0.04157008,0.020207833,-0.016156688,0.03334116,0.042731907,0.01494107,-0.010078914,0.014719736,0.0087358765,0.037110817,-0.03994605,-0.051321685,-0.03721184,0.0030084625,0.028658401,-0.03137719,-0.03735374,0.03067493,-0.0029127374,0.022105146,-0.028538974
242,0.12136956,-0.89627445,-0.88802063,-0.12309485,0.1691716,1.1612725,-0.07784755,-0.44896173,1.2838542,-0.8628012,0.34399918,-0.44574416,0.2541527,0.13412482,-0.74512583,0.2714379,-0.77344537,-0.08061361,0.9058048,0.27208313,0.604751,-0.65476936,-0.038141046,0.28674737,-1.381896,-0.2637693,-0.008131418,-0.08268193,-0.22744241,-0.46832794,-0.7828798,0.13540758,0.034961596,0.29285392,-0.7408337,-0.44915143,0.056477297,-0.028932907,1.0384551,-0.21970189,0.71918356,0.06404801,-0.50999117,0.07085683,0.69644076,0.12808637,-0.73282105,-0.0560199,0.15558663,-0.11584729,-0.4665225,0.54878086,-0.34270725,0.88542265,-0.34478027,-0.4150618,0.09269598,-0.000116790456,-0.5603261,-0.13314131,-0.27900678,-0.2816917,0.70102566,-1.0445397
302,-0.16386548,0.41145536,-0.27932936,0.798582,0.20811996,-0.10234764,-0.06795831,0.02505061,-0.48109898,-0.91015387,0.09611568,-0.27207193,0.11792765,0.09227006,-0.061693225,0.18753447,0.4876056,0.30846182,0.3517119,0.48409224,-0.39714983,-0.36944813,-0.05671406,-0.6049663,-0.3909199,0.2047833,-0.3710144,-0.8225504,0.38063294,0.64371014,-0.07289321,0.21155573,0.41558042,-0.60167307,0.10516242,0.33902717,0.18838759,-0.42935252,-0.5111876,0.16470252,-0.36913708,-0.05159133,0.28095764,0.3044148,-0.296883,-0.08269535,0.8299829,-0.7398622,0.0130754635,0.33877814,-0.22683583,-1.0037366,-0.5711767,-0.21630748,-0.7064657,-0.22569254,0.18578097,0.15029751,-0.8640536,-0.072002135,0.38919312,-0.01537945,-0.9185771,1.475915
377,0.22520143,-1.4362264,0.049642272,0.9739462,0.5545229,-0.48292676,0.468753,0.023709103,0.107570276,0.3660561,-0.12280421,-0.99215406,-0.51883274,1.3735635,1.0969535,0.88725156,0.17958932,1.6081399,-0.36016527,-1.0790155,-0.026297031,-1.4004425,0.17180027,0.10535036,1.426313,-0.08003521,-0.28227153,-0.30016178,1.0834708,-0.642022,-0.61226505,0.19514403,1.1987747,0.63099277,1.0774343,0.487501,0.55341506,0.5628955,0.60831535,-0.07347669,-0.6913103,-0.04778343,-0.08286761,-0.3243353,1.3947706,-0.20764801,-0.6471466,0.29873577,-0.83083373,0.15009753,-0.95904654,-0.54697716,0.91488725,0.9787675,-0.060608197,-0.9441229,-0.3949715,-0.42156965,-0.2993575,1.0357327,-1.1300536,-1.4060674,0.058663238,-0.9402539
51,-0.7246002,0.8014161,1.3113554,-0.14794365,0.5898986,-0.592646,-0.034904066,0.399342,1.0139239,-0.4866742,0.08261493,0.704846,-0.728038,-1.1714146,0.86237586,0.051466282,-1.0654265,-0.25849235,-0.1212928,-0.33967158,-0.24421537,-0.92881554,0.8883076,-0.39856607,-1.0594671,0.19971074,0.19983548,-0.2935136,0.2186086,-0.38629597,-0.27142027,0.8161341,0.32991463,-1.0802925,0.4068863,-0.7825737,-0.44184783,-0.76967937,0.78501815,0.102220066,0.31693035,-0.0914745,-0.4590228,0.115502305,-1.1308806,1.8426228,-0.30446848,-0.94876224,-0.26316246,-0.85923684,0.36927086,-0.4355958,-0.051141415,0.10445948,-0.64818037,1.1308172,0.9894467,0.37104678,-0.61172545,0.45393035,0.22973686,-0.38187718,1.0198545,0.42268148
346,-0.5019494,0.6720415,-0.20133087,0.40998006,0.12928085,0.20897064,0.134764,0.8577672,-0.11211844,-0.55745363,0.15354845,-0.79447776,0.0562983,-0.825618,0.17546341,-0.1972638,0.92079026,-0.35298586,0.48463857,1.5600722,0.27132726,0.45657784,-0.095487945,-2.558905,0.015998002,-0.16597475,-0.5626929,-0.47748628,0.041155074,-0.16271003,-0.009480431,-0.06453145,0.16073461,-0.06665068,-0.4799543,-0.18662877,0.15396895,-0.06663714,0.21948615,-0.09762048,-0.8592027,0.11628163,-0.034548815,1.0377052,-1.0227054,-0.16509627,1.8344798,-0.61258435,0.27243286,0.2204273,-0.89702225,-1.1233004,-0.15479977,-0.16673967,-0.12590873,-0.27344272,-0.32528096,0.6521587,-0.616183,0.18619385,1.0974461,0.19223867,0.025037838,1.1421598
474,-1.0101459,0.3209449,0.14908734,0.05837337,-0.75570816,-0.24486732,-0.50751334,0.34116018,-0.82302356,-0.48014703,-0.31745344,-0.12675978,0.07161698,0.46765012,0.66403055,-0.09237924,0.73445874,0.597399,-1.3192953,-0.6860605,-0.14686526,0.5622776,0.11498159,-0.6423332,0.110790715,0.31563425,-0.19627918,-0.7404384,0.683918,0.90603936,-0.025229162,0.087612905,-0.24984948,0.104149714,0.42261618,0.13924544,-0.9484808,-0.1173118,0.25691068,1.0230415,0.12852214,-0.32057998,-0.0020798661,-0.22601245,-0.7209329,0.0708712,0.07871031,0.4851297,-0.40978235,-0.21019307,-0.44429514,-0.41657904,0.5020508,0.5103263,0.45047396,-0.72284514,-0.794263,0.04546567,-0.56182486,-0.123345464,0.069395654,0.83390075,-0.48228362,-0.5025471
265,-0.08019433,0.4963134,0.38966015,-0.1693391,0.4079258,-0.18714245,-0.6050116,-0.62617844,-0.9960273,-0.6662631,0.1896562,-0.16978455,-0.2919254,0.09962311,-0.35978752,0.675906,-0.27506253,-0.49156347,-0.12860693,-0.1430946,0.053919353,0.07797981,0.826528,-0.8911515,-0.1155977,-0.13346052,0.24610671,0.2963445,0.03998072,0.11957745,-0.23843428,-0.5359516,-0.53330433,0.15296647,1.0761688,-0.95081127,-0.075307004,0.15448715,0.5486163,0.7319003,0.28050825,0.15266712,-0.08693127,-0.4813623,-0.12645029,0.9094375,-0.7285138,-0.36651546,-0.2474751,-0.37566775,0.2145807,-0.5562323,0.5100381,-0.55847126,-0.25351527,0.24826065,0.8263186,-0.23938026,-0.71912104,1.0792842,0.52659833,0.068049714,-0.29869047,-0.43027648
465,-0.6335429,0.49978215,1.2038188,-0.7644834,0.5695467,-0.66556746,-0.3703947,-0.5081678,-0.70534664,0.3467247,-0.6537749,-0.6032206,-0.2690061,0.2599252,1.0787159,0.13375606,-0.34663162,0.71087414,-0.69861585,-0.16251951,-0.87508446,0.12803707,0.67733836,0.4520723,-0.48054332,0.5121368,0.12631328,0.11509325,0.29072532,-0.84153193,0.23509173,-0.18044674,0.9063772,0.094529554,-0.11658714,-0.29040077,-0.039413095,-0.49179384,0.32473755,0.025757302,-0.36103848,-0.67035437,-1.0860629,0.67553824,0.18761843,1.2450123,-0.7456974,-0.19247864,-0.91351783,-1.4992778,-0.26152575,0.63909596,0.5698397,-0.96729213,0.37970054,1.747896,-0.016389366,0.39039445,0.22774062,0.5872655,-0.6720445,0.28382856,-0.455621,-1.0706518
451,-0.19706228,-1.4606222,0.5370274,0.030684996,0.35380602,-0.06544153,-0.21143723,1.070547,0.4122713,-0.15583202,-0.008055875,0.29775694,-0.2186302,-0.4615951,1.6438055,1.2182724,-0.76041496,0.6704715,-0.4138093,-0.26663032,-0.53457755,-1.0905769,0.6459991,-0.31429353,-0.31424573,1.522683,0.55641824,-0.015338048,0.4376231,-0.67149913,-0.45652407,0.4290787,0.12912512,0.9818341,-0.18393755,0.28330427,-0.010949724,0.30669358,0.27717584,-0.4283796,-0.35635647,-0.8903416,-0.1537793,0.79726976,-0.39001128,-0.04630943,-0.09935899,-0.6195961,-0.72024083,-0.26189363,-0.6185889,-0.33357528,0.32632947,0.15627326,-0.0057057203,-1.052665,-0.5409187,0.58934426,0.011423733,-0.0073326565,-1.0874879,-0.4313969,1.0343572,-0.21694662
86,-0.7430424,0.50429577,0.8036053,-0.372012,0.11225335,-0.7631375,0.1375286,-0.24559608,0.43219143,0.23357186,0.07849078,-0.041389603,-0.69094664,-0.22669627,0.4833023,-0.09540467,-0.19105789,-1.2895056,0.14803973,0.6065835,-1.1131468,-0.18419737,0.3372346,0.1679298,-0.80447596,0.34509128,0.43219042,0.28954753,0.29468927,0.44823733,-0.7325739,0.44021353,-0.46901387,-1.0194067,-0.3536597,-0.6235947,0.37175965,-0.7006516,-0.5645133,0.1595623,-0.5463865,-0.4420795,-0.4291426,0.2866322,-0.36659494,0.7547468,-0.21244721,-0.34558356,-0.7920331,-1.6643329,0.11944321,0.6618025,0.35280162,0.6739541,-0.9372653,-0.44781908,-0.57448167,-0.5265271,0.20306066,-0.94583994,-0.044465136,-0.049269736,0.23252533,-0.16721338
257,-0.34661463,-0.035915717,0.62658745,-0.053240757,-0.22971767,0.37185112,-0.33808246,0.37994462,0.16881524,0.28700447,-0.3427071,0.23844953,0.37916493,0.9375734,-1.1303126,-0.1696631,0.7526597,0.24921763,-0.1228129,-0.66609,0.5119035,-0.17024808,-0.21823254,-0.27158538,0.8379382,0.15337425,0.18616667,0.19088838,-0.17621653,0.23929301,-0.108449966,-0.354905,0.8773369,0.61453575,0.4921555,0.47893196,-0.16676041,-0.07099651,0.93861926,0.17552786,-0.37712395,0.17828879,-0.23087071,0.45547882,-0.91682047,0.8820133,0.5820896,0.48180336,-0.121356145,0.032301076,0.6084023,0.2907419,-0.4448649,0.4110191,-0.36531284,-0.025277654,-0.0981198,0.20128463,0.35887727,0.28391665,0.12308561,-0.22121379,-0.010268796,0.005786071
1014,0.40807614,0.75359017,0.5843646,-0.2582687,1.1884552,-0.0030878957,0.33820087,1.0172721,0.27515557,-0.19143754,-0.96791697,-1.4125466,0.089556165,0.31102464,-1.5820729,0.31894457,-0.49711773,-0.8391036,0.17218706,-0.8594967,0.4758994,0.7436825,-0.0045176344,-0.7125866,0.5628522,0.56512123,0.4532985,-0.2854446,-0.07236564,-1.1840186,-0.19368257,0.8867882,0.099932864,0.3263836,-0.40516707,0.9223644,0.007850448,-0.18229416,0.68114674,-0.868024,-0.5641711,-0.31676522,0.44281068,1.290198,-1.1169444,-0.10803541,1.7393715,-0.09084023,0.19049661,0.18644725,0.105142154,-0.7890876,-0.121607125,-1.6206557,-1.206926,-0.16861416,-0.72082746,0.63392955,-0.16313411,1.1777043,0.38634896,-0.44657058,1.4299809,0.42645106
